species,sex,length,age
"Spotted","female","5.2 5.1 5.1 5.2",56
"Softshell","male","9.2 9.1",8
"Spotted","female","5.7 5.4 5.5",44
"Spotted","male","3.4 3.5 3.3",41
"Spotted","male","3.5 3.5",27
"Softshell","female","9.9 10.3 10.3 10.0 10.1",23
"Spotted","male","3.0 2.9",16
"Spotted","female","4.8 4.9",61
"Spotted","male","3.9 3.6 3.8",12
"Spotted","female","5.5 5.4 5.4 5.8 5.5",48
"Softshell","male","7.8 7.8",4
"Spotted","female","5.2 5.0 5.1",44
"Softshell","female","11.0 11.1",23
"Softshell","male","9.6 9.7",23
"Spotted","female","5.0 5.1 5.0",45
"Spotted","male","3.8 3.5 3.5",41
"Softshell","female","11.0 10.5",18
"Spotted","male","2.2 2.5",23
"Softshell","female","10.4 10.4",23
"Spotted","female","5.7 5.8 5.6 5.8 5.7",60
"Softshell","female","9.8 9.6",12
"Spotted","male","2.7 2.6 2.6 2.8",33
"Spotted","female","5.6 5.6",43
"Softshell","female","10.5 10.4 10.6 10.5 10.6",20
"Softshell","male","9.6 9.7 9.5 9.7 9.5 9.5",14
"Softshell","female","10.0 10.0 10.0",25
"Softshell","female","10.3 10.5 10.2 10.3 10.2",14
"Softshell","female","10.7 11.0 10.7 10.4",12
"Softshell","male","8.5 8.4",15
"Softshell","female","9.9 9.8 9.8 9.8",16
"Softshell","male","9.7 9.8 9.9",23
"Softshell","female","9.7 9.7 9.7",26
"Spotted","male","3.2 3.1",56
"Softshell","male","9.4 9.4",16
"Softshell","female","10.6 10.4",31
"Spotted","male","4.1 3.9",36
"Softshell","male","9.6 9.5",35
"Softshell","female","10.7 10.5",32
"Spotted","female","5.2 5.1",45
"Softshell","male","9.4 9.2 9.3 9.2",19
"Softshell","male","9.0 9.1",9
"Softshell","male","9.3 9.2",11
"Softshell","male","8.9 8.8 8.8 8.8 8.9",12
"Spotted","female","4.1 4.4",44
"Spotted","male","2.1 2.3",11
"Softshell","female","11.0 10.6 10.9",19
"Spotted","female","4.7 4.7 4.7",56
"Spotted","female","5.6 5.4 5.6",107
"Spotted","female","5.2 4.8",52
"Spotted","male","4.9 4.7",51
"Softshell","female","9.4 9.5 9.6 9.5",13
"Softshell","female","11.4 11.3 11.1",25
"Spotted","male","2.6 2.5 2.5 2.6",13
"Spotted","female","4.9 5.1 4.8",54
"Spotted","female","5.1 5.2 5.3",44
"Softshell","female","11.3 11.2 11.1 11.1",16
"Spotted","female","4.8 4.9",51
"Softshell","male","8.9 9.1",11
"Spotted","female","4.8 5.0 5.0",52
"Spotted","female","4.2 4.3",34
"Spotted","male","3.5 3.7 3.7",18
"Softshell","male","10.1 10.1 10.2",19
"Softshell","male","9.1 9.0 8.8 8.9",16
"Spotted","male","2.5 2.4",26
"Softshell","female","9.9 9.9",19
"Spotted","female","5.7 5.8",104
"Softshell","female","10.7 10.7",36
"Spotted","female","5.3 5.3 5.1 5.2",53
"Spotted","male","3.5 3.5 3.5",37
"Softshell","male","9.1 9.1 9.3",16
"Softshell","female","10.0 10.5",14
"Spotted","male","4.3 4.0 4.0",38
"Softshell","male","9.0 9.0 8.8 8.9 8.8",16
"Spotted","male","3.6 3.3 3.4",37
"Spotted","male","4.1 4.2",42
"Spotted","female","5.3 5.4",36
"Spotted","male","3.3 3.2 3.1 3.0",28
"Softshell","male","9.6 9.8 9.6",27
"Spotted","male","3.2 3.4",37
"Softshell","male","9.8 9.7 9.7 9.7",29
"Spotted","female","4.3 4.0 4.2",20
"Spotted","male","2.5 2.7 2.5 2.5 2.5",28
"Spotted","female","3.9 3.9 3.8 3.9",46
"Spotted","female","6.8 6.4 6.5 6.4",115
"Softshell","female","11.4 11.4 11.3",29
"Softshell","male","10.0 9.8",27
"Spotted","female","4.5 4.5 4.3",28
"Softshell","male","8.0 8.0",7
"Spotted","female","5.3 5.3",63
"Spotted","female","5.6 5.6",54
"Spotted","male","3.0 2.9 2.9",23
"Spotted","female","5.1 5.3",60
"Softshell","male","10.4 10.2 10.1 10.4",32
"Spotted","male","3.4 3.6",26
"Spotted","male","4.3 4.2",41
"Softshell","male","8.5 8.6 8.6 8.6",22
"Spotted","male","3.3 3.4 3.5",27
"Softshell","female","10.1 10.0 10.1",13
"Softshell","male","9.4 9.2 9.5 9.4",20
"Softshell","female","10.8 10.7",16
"Spotted","male","3.4 3.5 3.3",19
"Spotted","female","4.8 5.0",34
"Spotted","male","3.9 3.8 3.7 3.6",29
"Softshell","male","9.5 9.6 9.9 9.8",18
"Softshell","female","9.8 9.7",19
"Softshell","male","9.5 9.3 9.5",16
"Softshell","male","9.0 9.0",8
"Spotted","female","5.3 5.5 5.3 5.3 5.4",72
"Softshell","female","10.4 10.3",32
"Softshell","male","8.8 8.8 8.8 8.7 9.0",7
"Softshell","male","9.3 9.4 9.2",18
"Softshell","male","9.2 9.2",25
"Spotted","female","5.6 5.9 5.5 5.6",55
"Softshell","female","10.4 10.2 10.4",34
"Spotted","female","4.9 4.9",46
"Spotted","female","6.0 5.6 5.7",116
"Softshell","female","10.5 10.5 10.6",28
"Spotted","male","3.5 3.7",27
"Spotted","female","4.4 4.7 4.5 4.8 4.6",60
"Softshell","female","10.8 11.0",29
"Spotted","female","4.6 4.7 4.7",62
"Softshell","female","10.1 10.3",17
"Spotted","male","3.7 3.8",42
"Softshell","female","10.3 10.2 10.2",17
